,kp_90,team_goals,team_concede,mins,mins_prev,mins_prev_10,yellow_cards,was_home,ict_prev,ict_prev_3,ict_prev_5,ict_prev_10,bonus,saves,saves_prev_5,saves_prev_10,transfers_in,transfers_out,average_points,win_prob,draw_prob,team_xG_scored,team_xG_scored_prev_3,team_xG_scored_prev_5,team_xG_conceded_prev_3,team_xG_conceded_prev_5,team_xG_conceded_prev_10,team_goals_scored,team_goals_scored_prev_3,team_goals_conceded,team_goals_conceded_prev_10,prev_opp_goals_scored,prev_3_opp_goals_scored,prev_5_opp_goals_scored,prev_10_opp_goals_scored,prev_3_opp_goals_conceded,prev_5_opp_goals_conceded,prev_10_opp_goals_conceded,prev_opp_xG_scored,prev_5_opp_xG_scored,prev_10_opp_xG_scored,prev_opp_XG_conceded,prev_3_opp_xG_conceded,prev_5_opp_xG_conceded,prev_10_opp_xG_conceded,avg_opp_goals_scored,avg_opp_xG_scored,prev_season_xA,prev_season_key_passes,prev_season_mins,prev_season_clean_sheets,total_points,goals,assists,clean_sheet_kept,saves_made,bonus_scored,mins_played
79,0.0285972773771773,1.0483035361977673,2.5740811135065784,68.64764596365421,90.0,29.45298891078918,0.0962702255419915,0.0,1.3680615201576822,4.52043093854144,4.775182332652765,4.697090619538955,0.2332806589047025,2.789205282008366,2.489538598817384,1.106461599474393,1256.0,1383.0,1.8035161146401129,0.1551102117192655,0.2010805192570903,1.17110359820191,1.4842763681616895,1.4023814304698567,2.880283772419832,2.436173026146655,2.237885844303716,1.0483035361977673,1.3298461996057949,2.5740811135065784,3.160854777120769,1.3403076007884105,1.3900512667980682,1.165969239921159,1.0510461401182616,0.4467692002628034,1.331938479842318,1.5,1.3515222133624871,1.2159267519985688,1.4100585374549597,0.9661555794527228,1.2038202294173606,1.5423256057109902,1.677921900561652,1.090013224811013,1.5575239068102151,0.0029053525359502,0.0629551573914839,9.73880281079775,0.0,6.0,0.0,0.0,0.0,4.0,0.0,90.0
106,0.0305481324735557,0.6449726555152748,2.03453390098062,90.0,90.0,90.0,0.1017397924224424,0.9175200423213994,5.393800105803498,1.1520758963125712,2.2415098889063265,2.974465705361161,0.7008902492273836,3.41984743047067,2.0644200952231486,2.752560126964198,10977.0,61818.0,4.325410167270878,0.708146872013102,0.1609747436751133,0.952022085235541,0.8105168503436058,1.0736495224942302,1.022420887371344,1.1622411563270072,1.6905005440859286,0.6449726555152748,0.5412399788393003,2.03453390098062,2.3058400141071327,0.1649599153572012,0.7766399435714673,1.3835040084642798,1.9092720465535395,0.3883199717857336,1.3835040084642798,1.08350400846428,2.173002832580036,1.834322510400194,2.0684431201860107,2.431119533779718,1.931965422592743,2.136212009881435,1.6439254439641455,1.9236296688161103,2.0682389968742703,0.0011648115146397,0.0238841576289384,7.324220241859734,0.0,5.0,0.0,0.0,0.0,6.0,2.0,90.0
110,0.3982329099716599,1.6711740183494834,1.4722894485015965,83.49645360896203,10.381774546059702,88.6157633938587,0.0252756271282349,0.0,1.2227423354248093,4.618489729724895,4.00421458677118,4.080707232792856,0.445709397169946,3.047117270459444,3.096264323208789,3.1454113759581355,48108.0,25722.0,3.5609468386599183,0.1881627687495979,0.1895977614780687,1.4066556791371738,2.0592051990267755,1.33741328241376,1.2932188793057475,1.211499907478558,1.4031109642865565,1.6711740183494834,2.057676525255887,1.4722894485015965,1.1581371941601253,3.0,1.5897646329921504,1.3077175595905803,1.873111644437048,1.1153530505117746,0.9845648808188392,1.3230706101023548,1.5580278177700653,1.76465756944421,1.7738528167164076,0.7092644874299073,1.194756569678606,0.9892810912707896,1.1016838519303138,1.893309710275068,1.7104367345909854,0.0566561820137504,0.4084463093320301,88.88338247104602,11.0,5.0,0.0,0.0,0.0,5.0,0.0,88.0
111,0.0764604811684945,1.0837215826812507,1.1159545988523527,88.9504857276996,52.21748619718541,90.0,0.0442274649973923,0.0,0.7542525784037892,3.733262292957781,2.94504857276996,3.0172944751173656,0.3695644991131989,3.283279363588934,3.5,3.555555555555556,46516.0,25119.0,4.132999053729815,0.1377338062309554,0.2150188623478483,1.1564208147266992,1.1954073985283145,0.7682381797483846,1.8011961663354177,1.5162415405956455,1.5745349784128448,1.0837215826812507,1.1297085633802433,1.1159545988523527,0.8998920605112012,3.0,1.6666666666666667,1.632077716431935,1.651883425352097,0.8066019029733873,0.8,1.4740582873239514,1.6653493093630134,1.7558007172911725,1.608587755924078,0.7155916863728546,1.0660600706617571,0.9199755201868496,1.4305874822635516,1.8182631726656144,1.6498131065773078,0.0,0.0,37.78251380281459,4.0,4.0,0.0,0.0,0.0,3.0,0.0,90.0
144,0.0734679721590738,1.2609563446212595,1.4287139947349266,80.97731771688382,90.0,84.33247071915716,0.0798845952922223,0.4408078329544435,2.5612117494316653,1.5365250914203883,2.4871517753978343,2.7796386509911795,0.4800288511769444,1.8826136290533737,2.0969706264208368,2.174636205177164,59064.0,13621.0,3.557179343544344,0.4698495006364374,0.2630644461481788,1.529975053901308,1.512819483909646,1.8796891248004384,1.6722089074261717,1.5584961518230551,1.5034046243717984,1.2609563446212595,1.8979804176138912,1.4287139947349266,1.3106623150253092,1.0,1.2258588337122234,1.335515300227334,1.5662454979059213,1.8925255003788897,1.8473537336364447,1.9717866765585408,0.5778060488500674,1.229639962662112,1.4368359736641163,2.153750777156061,1.9275547635814407,2.2217561894613835,2.080887350450656,1.3052891532846616,1.211346038082682,0.0078353211498356,0.1191372521498495,89.17156715993251,7.0,6.0,0.0,0.0,0.0,3.0,1.0,90.0
145,0.21957947356753,1.4874818290768104,1.588136619841203,80.01309581528785,90.0,83.18970583709144,0.2933263422043255,0.2641924459749012,6.866817984328144,2.4214849249150223,4.428729982989707,4.042816702524732,0.4984674169170316,2.477218765217833,2.7592783275941204,2.861473821208717,59795.0,12963.0,3.414919920432052,0.421014151724222,0.2410642554765087,1.7924371079585415,2.012635750818684,2.254370540963852,1.839059763684498,1.6893588119270584,1.5499076086792885,1.4874818290768104,2.4716151080501976,1.588136619841203,1.4381366906778217,2.320962229874506,2.195051558616469,1.811353956779921,2.058515467584941,1.893012590041831,1.8829690648301187,1.977292086440158,0.9300175635471236,1.6288412329580346,1.9262463020245864,1.9838441516117944,1.985569967299469,2.0327642656261955,2.056659060147932,1.727147356584208,1.6336097138569134,0.0609219300982767,0.3235009542549811,81.56333248709096,6.0,4.0,0.0,0.0,0.0,5.0,0.0,90.0
147,0.0242739205523386,1.3488191956116309,1.6578176025076397,89.94856481457566,89.85399044137606,89.94856481457566,0.0069354058720967,1.0,2.1972557213170485,2.3121618882156696,2.328959530779513,2.3453969311052463,0.6682207113157846,2.9601792112843777,2.9601792112843777,2.9601792112843777,153025.0,193973.0,4.353796794201084,0.1718241358840941,0.2288278274083875,0.8724585041497462,0.863021375432031,0.8714215376276008,1.6793921913930665,1.674925709218774,1.67462499423679,1.3488191956116309,1.3421823974923603,1.6578176025076397,1.6578176025076397,4.960179211284378,3.3112106729357653,3.331563520501528,3.322272003134549,0.3554559937309012,0.3474918359877768,0.3488191956116308,4.423517093331507,2.9950546338903834,2.9943004669773785,0.1526818714332458,0.4244335079887174,0.4149822924457673,0.4157946262485289,3.322272003134549,2.9943004669773785,0.0037477922057578,0.0240825990110394,89.69897379959023,11.0,4.0,0.0,0.0,0.0,6.0,0.0,90.0
148,0.9204257131207524,1.105872803293801,1.3581405994481466,88.5146820082345,90.0,90.0,0.1602990633095604,0.7791832087950152,2.8779183208795014,4.08895916043975,3.097714123078255,3.877151318197909,0.527855239674065,0.7728587692174465,0.7728587692174465,0.7851263687288346,11829.0,28965.0,3.3253162219788783,0.2881675622375879,0.2504419338904047,1.2547221628801506,1.058922978180795,1.0320854926238283,1.726507287827268,1.6751395736159036,1.6915702000726909,1.105872803293801,1.1104083956024924,1.3581405994481466,1.678231550669436,1.2208167912049848,0.8138778608033231,1.132490074722991,1.5987351120844862,2.4458498754616818,1.979183208795016,1.7791832087950152,0.8769251455405116,1.3279079695811498,1.5377079161607763,2.230268526871802,2.24174422489286,1.6961722777794306,1.5106560463476335,1.7762920364166983,1.7631341940733884,0.0775901015284485,0.8617694475152243,88.42057457676685,13.0,8.0,0.0,0.0,0.0,1.0,0.0,90.0
149,0.1257220931331857,1.624980230115282,1.8263826650362929,87.96771840312299,83.3553918102107,86.78486700494066,0.0697858636348716,0.0,3.774491500645365,3.615957045666989,3.690406631170138,3.310437334856544,0.2734960622944465,3.1249011505764104,3.1249011505764104,3.174502756141116,10063.0,29377.0,3.122016435043002,0.1212506004364289,0.163381132931429,1.3976566885173445,1.2857954957920594,1.6777909068238572,3.221532193615888,2.638586817656476,2.3430322268447115,1.624980230115282,1.3928289001646887,1.8263826650362929,2.09920321112941,1.8928289001646887,1.2618859334431258,1.4928289001646888,2.139243350247033,1.773837766501978,1.3500395397694358,1.1500395397694358,1.6801238158742628,2.146143768678923,2.3363568462384565,1.4781277734670382,1.7316752997549525,1.2226095988806067,0.9948152290311056,2.3848639403305976,2.379353685699706,0.0,0.0,80.35460101482198,9.0,10.0,0.0,0.0,0.0,8.0,0.0,90.0
158,0.0604009826756722,3.126963309191453,0.3987677312319783,90.0,90.0,90.0,0.0,0.0,0.6812029480270168,0.8101711705968313,0.7573203107556181,0.7573203107556181,0.0604009826756722,0.3081662572184698,0.3081662572184698,0.3081662572184698,51257.0,104304.0,4.676733497112612,0.5786648826784608,0.2331256139971225,2.846810801304972,2.816695194488139,2.846810801304972,0.5021412811946859,0.5167797009500659,0.5167797009500659,3.126963309191453,3.1194131863569936,0.3987677312319783,0.3987677312319783,1.9244987716554096,1.2829991811036063,1.2628655202117156,1.2628655202117156,1.6666666666666667,1.6767334971126122,1.6767334971126122,1.2605403207398531,0.8754256994470582,0.8754256994470582,1.3906115998241075,1.7041193802168848,1.7289709014645895,1.7289709014645895,1.2628655202117156,0.8754256994470582,0.0141073183987624,0.0768394582671236,89.51902921202705,18.0,5.0,0.0,0.0,0.0,1.0,0.0,90.0
175,0.2171628869459602,1.1123932494228934,1.7071227392017896,19.36099065048068,59.30764531163762,21.939349832792367,0.0361938144909933,0.6589738367959735,1.1861529062327525,0.6186055983700944,0.9932800870020188,1.0707868129618654,0.0,0.0732193151995526,0.0,0.0,1965.0,882.0,0.3397440248922442,0.2614762101720689,0.2707964924407023,1.1796569190998456,0.6401666145229125,0.9982026230246832,1.9745823364175588,1.890780554137769,1.5919845705092706,1.1123932494228934,1.0,1.7071227392017896,1.929344961424012,0.6589738367959735,1.2119651157279647,1.5225633715143627,1.195384302077584,1.4700872106800884,1.2138470937672476,1.277436628485637,1.3361844741083817,1.8867566774480824,1.5246368025457984,1.4436824586435288,1.16596305748769,1.1885130679553824,1.2895017253755532,1.1830482879988815,1.346141517725672,0.0,0.0,59.30764531163762,1.0,6.0,0.0,0.0,0.0,6.0,1.0,67.0
178,0.1258204115197735,1.474132181235378,1.468870492173688,74.38147986942329,90.0,67.44591893947148,0.0,0.686147973486787,3.053244863631712,1.8503226676086928,2.158871112681155,2.733520040476339,0.2214297481744203,1.9114122118560493,0.686147973486787,1.29605728325282,4213.0,8208.0,2.7239017043720257,0.3435174019399919,0.2707141540131135,1.4504093969145375,1.089429257407529,1.0748119458405527,1.7250123702836733,1.4711672325993947,1.4923669611939714,1.474132181235378,0.8430739867433935,1.468870492173688,1.4598355850146811,1.9415560795396392,2.4574319823245245,1.9372295946973568,1.7313852026513212,1.0851360353509505,0.9138520265132132,1.2255408106052852,1.6147416017372556,1.5160202721875875,1.3328056311990255,1.4056650811173936,1.2533884706739356,1.208343593861843,1.2598483367184867,1.566346617644334,1.2549248439385954,0.0248309484548588,0.2160040417767407,89.83481472288778,10.0,6.0,0.0,0.0,0.0,4.0,0.0,90.0
179,0.0770493612121871,1.1099871616899195,1.7430552569109736,57.55203816064508,90.0,80.39023244881332,0.0336585270406777,0.8078046489762665,3.0036102371498403,4.407804648976266,3.31802488847662,2.79743967024747,0.3270552372345625,1.525853225844059,2.8273162714169326,2.243901802711852,4203.0,8197.0,2.142181990937371,0.4480545387544418,0.2537308701496601,1.1002110242182368,0.9522845290203652,1.296033318619032,2.043067924873962,1.4079067976394923,1.434657855572128,1.1099871616899195,1.3078046489762665,1.7430552569109736,1.3246615011374816,0.7687814040949341,1.4614635673491556,2.1231218595905066,1.3960976755118668,1.730731783674578,1.6,1.5807804648976267,0.858976921029522,1.6688749948096913,1.4631091070886286,2.9618523843098603,1.5638405728767446,1.4379632470382215,1.2352416282579812,1.6005135324032125,1.6137574220907065,0.0152058691720218,0.1322756239398637,89.89884455209277,4.0,5.0,0.0,0.0,0.0,1.0,0.0,90.0
182,0.0,1.654648111411667,1.2577378231139065,86.7525521866547,90.0,80.0,0.0,1.0,2.1792899594230626,0.9896449797115312,0.8529421390224391,1.7496794737500103,0.1871721817378918,2.7886620278529164,0.966469433173073,1.9783037337606943,4521.0,8390.0,3.453600149033177,0.4184894898043799,0.2913645530620975,1.530630414907793,1.1801790124171925,1.0342520580454095,0.906784379547257,0.9656107361565578,1.3287591212839749,1.654648111411667,1.067061133653854,1.2577378231139065,1.170721007692315,0.8658777326922918,2.443129554487153,1.865877732692292,1.632938866346146,0.756081511538472,0.6536489069230832,1.0463510930769169,1.0321966779010203,1.4342884806475171,1.2822030500527273,1.5897404331455198,1.1511506344733713,1.176003682713234,1.1798678599137955,1.3916975641219271,1.107420821081774,0.0,0.0,90.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,90.0
183,0.0,1.2122600966125858,1.6099020088014209,65.09519143384294,90.0,88.09779519803197,0.0337408133251331,1.0,2.542933855940959,3.924717295301349,2.505292503591634,2.142744242994396,0.3051525214523254,2.059483446525704,3.0244487995079923,2.6086929064917306,4346.0,8357.0,2.5934513894179907,0.4906107343519535,0.2657939375083038,1.148090323328181,1.0410647268591762,1.269261841957806,1.5469279025752036,1.0534795828092542,1.3131000930013863,1.2122600966125858,1.4048897599015984,1.6099020088014209,1.1111111111111112,0.190220480196803,1.586960640262404,2.1619559039606395,1.3760881920787211,1.4764461864698637,1.4097795198031968,1.5048897599015985,0.5142211021138821,1.6606762969054365,1.4612720563011696,3.075111597378576,1.4317184164886951,1.3791032203218887,1.180613452026943,1.5381941625217204,1.5289029267066263,0.0,0.0,90.0,4.0,5.0,0.0,0.0,0.0,2.0,0.0,90.0
222,1.248067079055172,1.753187809904607,1.5831681774512143,69.22811999503222,90.0,65.74432079251837,0.1373899068761743,1.0,3.0880976013397223,9.335875738569875,6.594557360234904,4.279924794264276,0.2519902542029083,1.009918665550231,1.009918665550231,1.009918665550231,16361.0,24157.0,2.82317939599601,0.3338012802998993,0.263919092487722,1.5319962610708546,1.8323310743411247,1.4856843903189731,2.1266668641870803,1.3750482317274304,1.294456221626394,1.753187809904607,3.0,1.5831681774512143,1.602563023394228,2.73448630221835,1.6666666666666667,1.65310273955633,1.626551369778165,0.8775856162969417,1.126551369778165,1.0,3.3109769661522352,2.2565655690050326,2.2495236053832217,0.5442470853161022,0.7822533769074275,0.997421185253768,0.9862606795284506,1.7291016177018503,1.9956157743773248,0.181066820007577,1.1349799422412352,84.75715753776173,11.0,5.0,0.0,0.0,0.0,0.0,0.0,90.0
240,0.3269531645886533,1.3233388742532908,2.260075612462808,59.168498219936986,55.30845283067394,59.168498219936986,0.1911191044341621,0.488613340413043,1.765608403167049,1.8409919745130443,1.3168206484364142,2.5777094143583814,0.1243913496292597,1.506517456621035,1.6620066436576102,1.5909807187149771,83749.0,17038.0,1.660499009576499,0.4857829511979461,0.2101460495310437,1.325523378248443,1.4735457169349724,1.4143849514949451,1.9878940155780576,2.486539586271792,2.333148128990138,1.3233388742532908,1.511386659586957,2.260075612462808,2.553393486279951,0.977226680826086,1.1552800070797098,1.2931680042478255,1.3,2.185644432644928,2.3250506510913054,2.3136639915043484,0.6599275897501374,1.436635144764764,1.4424916548897293,2.0663449496431703,1.981105096270677,2.110670399038506,2.1188997375063456,1.1189414799840776,1.238384013483857,0.0,0.0,45.925821299680265,3.0,5.0,0.0,0.0,0.0,0.0,0.0,90.0
260,0.2858776921878179,0.4428244615624364,2.2578618456263992,79.70840308123856,90.0,79.70840308123856,0.0,0.4282446156243641,1.871755384375636,3.2218697689071085,3.107518692031981,3.107518692031981,0.8570611539060911,1.0706115390609103,1.0706115390609103,1.0706115390609103,7998.0,8256.0,4.3138935387492365,0.4552568339461935,0.2315727146645025,0.3859727854850962,0.3304172587536226,0.3859727854850962,2.48244790663499,1.7797896987619364,1.7797896987619364,0.4428244615624364,0.214122307812182,2.2578618456263992,2.2578618456263992,1.2847338468730922,1.0470743593739402,1.1708403081238554,1.0423669234365462,2.0007625635431503,1.771755384375636,1.7289309228131997,1.9631470258628123,1.4566629991014528,1.5189324641543136,2.312079043949034,1.779867233348765,1.7886459390386795,1.7883786244671604,1.3187793571577269,1.5014928172980049,0.0,0.0,37.930237383872246,3.0,6.0,0.0,0.0,0.0,2.0,0.0,90.0
261,0.3805357523009716,0.4238928495398057,2.6743573101242752,76.30071291716503,90.0,76.30071291716503,0.0,0.2389284953980568,2.061071504601943,3.477446531212624,3.325232230292234,3.325232230292234,0.8097321238495142,0.5973212384951421,0.5973212384951421,0.5973212384951421,7692.0,8327.0,4.086714194477668,0.3632403999751951,0.2516636423092814,0.3450175748378506,0.2710668443787954,0.3450175748378506,2.8374923050880074,1.902174240578954,1.902174240578954,0.4238928495398057,0.1194642476990284,2.6743573101242752,2.6743573101242752,0.7167854861941705,0.7315474923300946,0.8300712917165024,0.7583927430970853,2.442500177404534,1.961071504601944,1.9371786550621377,1.417894260308861,1.2244540556006076,1.259195764081006,2.9864688786962352,2.130108050777907,2.029011719032371,2.0288625774762585,0.9126102264903764,1.2494657442941226,0.0,0.0,21.16223816382789,1.0,6.0,0.0,0.0,0.0,1.0,0.0,90.0
