,xG_prev_3,xG_prev_5,shots_90_prev_3,xA_90_prev,xA_90_prev_3,xA_90_prev_10,kp_90,mins,mins_prev,mins_prev_3,mins_prev_5,mins_prev_10,was_home,ict_prev,ict_prev_10,transfers_in,transfers_out,average_points,team_xG_scored_prev_3,team_xG_scored_prev_5,team_xG_conceded_prev_3,team_xG_conceded_prev_5,team_xG_conceded_prev_10,prev_3_opp_goals_scored,prev_5_opp_goals_scored,prev_10_opp_goals_scored,prev_opp_goals_conceded,prev_3_opp_goals_conceded,prev_5_opp_goals_conceded,prev_opp_xG_scored,prev_3_opp_xG_scored,prev_10_opp_xG_scored,prev_opp_XG_conceded,prev_3_opp_xG_conceded,prev_5_opp_xG_conceded,prev_10_opp_xG_conceded,avg_opp_goals_scored,avg_opp_goals_conceded,avg_opp_xG_scored,prev_season_goals,prev_season_shots,prev_season_xG,prev_season_mins,total_points,goals,assists,clean_sheet_kept,saves_made,bonus_scored,mins_played
119,1.196515077754453,0.7792492313858626,2.24839873596629,0.0,0.035161373638263,0.0794540458745323,0.6724422373464236,32.11717541096736,4.596726304642193,27.45284544698972,21.870070420514928,30.91604703607897,0.5745907880802741,1.2928292731806166,7.640530042634816,4656.0,94065.0,2.105907800715777,2.608320884650804,2.4793818781682675,1.226667224891129,1.131844167179472,1.3189011412447214,2.37568201986621,1.9701636847678905,1.840327369535781,0.5745907880802741,1.2412574547469408,1.1745907880802742,2.3545474738903542,2.428674155157996,1.7208022289311675,0.9592913116910022,1.1390332427672971,1.1626161132093036,1.2717032692392758,2.137199831854952,1.3701703465002448,1.9981929946333536,0.5263202539786108,3.578327876580824,0.7977778227600998,51.758678716390094,4.0,0.0,0.0,0.0,0.0,0.0,24.0
207,0.6588079239807698,0.3346386917873797,0.0,0.0384304622322115,0.1176520241879369,0.025418232778631,0.2378993136153136,18.017888897841686,9.607615558052892,4.218984592259615,19.75504988726562,22.868181782132737,1.0,1.9215231116105784,4.143257034216179,558.0,1449.0,0.8718984592259615,1.2405789273430303,1.05831678606795,1.2913888737073338,1.5909566045501713,1.4079889070387632,1.2135025679567308,1.2405077038701928,1.492152311161058,2.0,2.6405077038701927,2.240507703870193,1.1074685778312627,1.08580830461626,1.2304695799162175,1.7384456293800956,2.5469347261098254,2.201059994857788,2.0654648815760948,1.5255337386588257,1.910126925967548,1.1689893057789191,0.30500686673536,2.9323289359219533,0.4773880890833185,41.25843406444165,5.0,0.0,0.0,0.0,0.0,1.0,5.0
290,0.1314981982995038,0.058960747609491,0.0,0.0,0.1185650277656237,0.0160223010494086,1.087675806606936,15.79067849191158,13.964325492395687,17.73348268546878,22.246960524947944,20.372562633888904,1.0,0.2237075995577807,2.597209407810724,172.0,254.0,0.8090720805511651,1.308810486318558,1.006743251139648,1.418394364051078,1.3095982495665297,1.3081223589272206,2.017970452638885,1.9688689752708293,1.8371300555312475,1.0,0.6666666666666666,1.0419132963125015,2.083972928542604,1.687169961158156,1.650133573089276,1.3289370462091186,0.6896984034028645,0.7517655444714882,1.025902720003134,2.0180595339021905,1.2546150998967658,1.7277215056967774,0.6074240719910011,3.948256467941508,0.5090285443173904,34.19230769230769,4.0,0.0,0.0,0.0,0.0,0.0,20.0
291,0.1445811739449065,0.065276179171875,0.0,0.0,0.1421950718828709,0.019215550254442,1.0888606542650094,15.867064529231136,16.747419577315913,17.18211498939968,21.74810403802828,20.092502851758567,1.0,0.2682925884582471,2.776226868345964,172.0,254.0,0.8153090440899873,1.318154777219887,1.031280255733522,1.4438417948613826,1.3255270260055243,1.3148058105903977,2.0879853981714698,2.042384668080043,1.884390143765742,1.0,0.6666666666666666,1.0104065708228387,2.1535592075711647,1.7632028137854203,1.711535554831103,1.269323748533428,0.6642070469661063,0.7329821589318322,1.0057798522848895,2.0585662648424976,1.231545041215531,1.7697041160778617,0.6074240719910011,3.948256467941508,0.5090285443173904,34.19230769230769,4.0,0.0,0.0,0.0,0.0,0.0,20.0
312,0.0848762275999185,0.0643361133784312,0.0,0.2288669776306504,0.5675040414658832,0.3341827432389072,2.517321800213535,15.41404595872412,27.252781918591506,34.7527819185915,28.988700236679968,15.82909353196396,0.893254559798786,6.174572675018709,6.214839531231401,894.0,854.0,0.6896692199291178,1.8253978676788305,1.092919415576976,1.892846404771092,2.2034045306315964,1.9403947965401085,1.0,1.2,1.4240177240452732,1.893254559798786,2.15542426633131,2.271905471758543,0.7696595456247957,1.2006762212192053,1.544180453767177,2.0407732132584497,2.2960534822369643,2.1991983935575004,1.7047186802486474,1.7163555799794212,1.5005729399153986,1.552700202071594,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,14.0
322,0.3189775444720791,0.519300244425843,0.83090158576693,0.0116909841423307,0.1391379747091526,0.1676302140400027,0.7808618742528296,84.40802909731606,90.0,89.32360634306772,89.66180317153386,89.7933241603818,0.83090158576693,3.03090158576693,6.658393689842883,68419.0,457789.0,5.315169567015042,0.8957429255738764,1.3539548328516724,2.4179543141308164,1.7446147133203338,1.3456665844969986,2.60543703345617,2.2279834886872463,1.550729524269921,0.83090158576693,0.6666666666666666,0.901459048539842,1.251926798645702,2.2523760001350714,1.8071719554349337,2.1950708181944285,1.263882122387035,1.049127669004528,1.2437057571882053,1.5905015469077286,0.8783938512282865,1.7805755529432603,0.3406787582780997,2.6677623321017645,0.3594977367859515,87.87145300481136,6.0,0.0,0.0,0.0,0.0,0.0,90.0
356,0.0,0.0,0.0,0.0,0.0,0.0148992264843196,1.3044816321035242,10.353655456910564,0.0,0.0,0.0,4.784307171075982,0.8442895007781145,0.0,4.320775680452705,112.0,68.0,0.4887991846610137,0.9103948358205386,1.179884868008156,2.189200461042612,2.0662022558455044,1.9716718040356327,0.8442895007781145,1.3508632012449833,1.4352921513227943,2.532868502334344,1.4071491679635242,1.857436901711852,1.3649375072229544,1.1140034103983552,1.2529011347591992,0.9738372817775084,0.9174553474857124,1.2924669047762638,1.4914453394458465,1.506029920306907,1.414755379682246,1.2732944456405213,0.3811212793481143,2.5249284756812576,0.3336202112542041,40.8073258709422,6.0,0.0,1.0,0.0,0.0,0.0,26.0
386,0.9440166295797832,0.8205609774941902,1.1738482823482117,0.0488183640270955,0.064530793006019,0.052219126446218,0.9622338761490734,36.43475282584971,36.84641055750374,45.22346465476655,38.29531686960192,25.75111546691344,0.2854318567764141,5.796443556320738,9.223842807144129,988.0,5649.0,1.7109791890238069,1.499425193197364,1.4318939990065376,1.1148026592448992,1.3072033949103552,1.4285159772615972,1.4278182847371044,1.8566909708422623,2.114172742710565,1.0,0.5236212378509427,1.1716545145788686,2.008609779911098,2.165263591723575,2.0787888892043003,2.127802751498498,1.743264971348118,1.8797442031931348,1.5564170132236343,2.10193994884872,1.1095334908163628,2.111484573554743,0.3617053782394768,3.0922556800479395,0.4833066696269019,58.2751142690678,4.0,0.0,0.0,0.0,0.0,0.0,30.0
387,0.1142747219464752,0.480731042184105,1.9399452141119191,0.0800708123810123,0.1156824958345496,0.074515481260769,1.5443744639633357,39.191728958698405,60.713014595122914,24.811237517329086,16.940986941205814,14.445881975409616,0.913500384082182,2.5557005422298,11.141118978225569,952.0,5860.0,2.8753529847757333,1.259459365003913,2.062505418762235,1.9428180583555128,1.419104166180578,1.47727858965309,3.102667690885818,2.861600614531491,2.365400153632873,1.0,0.9423335893881212,0.6691996927342544,1.5929289057990488,2.2081062395328592,2.005554214714865,1.3052276819714073,1.2519723927269577,1.1376577861025603,1.2485041755073392,2.326250137172208,0.9504771754597072,2.0643775518404124,0.4477960261551245,2.798388564566642,0.482980282523013,50.07881998772753,4.0,0.0,0.0,0.0,0.0,0.0,14.0
486,0.0,0.0019551694120532,17.40207819885064,0.0,0.0,0.0309531298048039,0.7461894802642121,46.26741938414848,74.82893625505774,9.11131119704012,22.92266202629304,41.17319478674329,0.1298960900574681,5.918730085074198,3.0910250094881784,885.0,692.0,1.4597988267308435,0.4564565515034904,0.4194580027113346,2.639885171804418,2.5042031261235924,1.866280330947229,0.4199307267049786,0.4779376540344809,1.0610311729827595,0.1298960900574681,1.4199307267049788,1.825979218011493,0.9735099161766454,1.239796084166073,1.1946852226079123,0.7781593971360214,0.9365643744568084,1.5311891825521524,1.7984564326911985,1.1088462570536397,1.884658938443487,1.1256725400912309,0.1770956316410862,1.5230224321133412,0.2060367593403197,79.40625,6.0,1.0,0.0,0.0,0.0,2.0,89.0
487,0.0,0.0071066663444184,10.557051825871817,0.0,0.0,0.030618097715024,0.7705341456726952,45.59188047186282,45.395322851248814,21.261233009077525,30.623316695894204,41.629529878275214,0.4721474087064091,3.590625184962217,3.0738039905740195,814.0,888.0,1.4166099698537151,0.4240906999271566,0.4744543671050328,2.637013683240953,2.4362662393717778,1.862482101868712,0.6480982724709394,0.6832884452238455,0.9583557773880772,0.4721474087064091,1.6480982724709394,1.894429481741282,1.0777031963695356,1.2249825344247636,1.07545677353651,0.8104473865373626,1.006848877087009,1.6091367834739212,1.7667157715986403,1.144701157102576,1.831691472462104,1.1795066133026089,0.1770956316410862,1.5230224321133412,0.2060367593403197,79.40625,6.0,1.0,0.0,0.0,0.0,1.0,88.0
537,1.4253813419114607,0.9386141923336936,0.0888577066836379,0.0114809617780606,0.0825173791769789,0.0878021037092561,0.9400014310187182,77.63596025392602,83.33567199872715,74.57404808890303,82.25,70.92540622250507,0.8519038221939368,2.481242417907891,10.434384829408671,25885.0,16497.0,8.114968901581975,2.7185140387837814,1.9964512535980663,0.8361409039405191,1.0618929137516298,1.0805892454917303,1.5185704888606035,1.5703807644387875,1.7851903822193935,3.851903822193937,1.6666666666666667,1.2296192355612126,1.5288879950439496,1.4092356818995226,1.4559161992185603,2.4253572876963787,1.9094602529901168,1.4432558867342795,1.6357035452437356,1.3305585058468603,1.3989368423132875,1.3371238981609082,1.0328638497652582,3.755868544600939,0.7995752864320513,79.875,4.0,0.0,0.0,0.0,0.0,0.0,51.0
559,0.0102651680688099,0.1578778509508531,0.0,0.0,0.0,0.1107331998674518,1.220808719789674,37.9003346275363,0.0,43.521967030651936,47.88781410121364,39.64010927948066,0.4835774114516882,0.0,4.9279999915639525,2924.0,8979.0,1.796497828024201,2.1505766837943745,2.163030890690881,1.2077750515940997,1.4201388625813929,1.2405363949225825,2.1283472933872725,2.470439340613039,2.473723858322701,0.0,0.8278591371505627,1.0,2.077344475217816,2.1652337549811214,2.188249654847722,0.6269678500127764,0.768479281199995,0.9867270958045616,0.958101183559844,2.262253444930983,0.980934466791455,2.118519240674563,0.2508155424897447,2.56132313821887,0.3684757505475051,82.34701714576781,4.0,0.0,0.0,0.0,0.0,0.0,61.0
576,0.170726689381649,0.3169079173590629,0.3877291772031301,0.0051697223627084,0.0197737035163887,0.0772867320044677,1.2150750623513782,83.67052856651,23.263750632187808,73.31593765804695,81.65796882902347,86.12010651192016,1.0,1.2924305906771003,9.645423695576822,16231.0,700955.0,5.69334435755301,0.978077141511568,1.335828733062318,1.2878510207097016,1.6715375242717383,1.8170478371925456,1.01131482418056,1.2067888945083365,1.280940282694794,0.0,1.25848611813542,1.813577789016672,0.6128600532207285,1.6251018550521033,1.4485737222393351,0.9869123313199916,1.6189840404052618,1.7953069385236178,1.8842566604481208,1.47729204121807,1.7365522519212937,1.6497128532678271,0.4039537030347218,2.4039537030347216,0.4605306914754252,85.06327799032529,6.0,1.0,0.0,0.0,0.0,2.0,90.0
577,0.1421911215827841,0.3821518792774246,1.2757679793549896,0.0185051198623666,0.0269078424774012,0.0514581217551966,0.9106921469404788,82.29497142334972,90.0,90.0,90.0,87.19067180272545,1.0,4.461843150451974,9.009945315421064,20034.0,667325.0,4.8543457858663785,0.7838376646440647,1.232182472297473,0.8594601674146388,1.075820929253669,1.2305272281316777,2.0,1.8,1.8,0.2989760275266806,2.0,2.790716780731324,1.4714074771396763,1.7814408108062378,1.6554778750266776,0.4360330868385332,1.5249132831587426,1.886725866558248,1.6041491298680453,1.891569948657408,1.5429124238594192,1.6500938559454077,0.34757028702508,2.34757028702508,0.371028609085384,84.89869937062147,4.0,0.0,1.0,0.0,0.0,0.0,90.0
633,0.5115657563492495,0.3723973401124989,0.724171369009919,0.1403082027456718,0.0522674491928203,0.0684479652438967,0.7802696798683704,36.36645873601863,17.505631951188057,82.20509984746268,75.50148571628058,75.03379170712834,1.0,8.055718340029262,9.216961615879516,216849.0,78453.0,2.572991305986516,2.233583033055932,1.9128382166440483,1.314527811551522,1.5107150449203264,1.2379688878201214,0.9569253455363192,1.0235920122029856,0.7870776036608957,2.6235920122029857,2.3726533536716428,2.07302881708418,1.4722080263320585,0.9776625542912104,0.969124289780644,2.2697223103367863,1.9271524583251467,1.8042169171222675,1.67527333154728,0.792778084985821,1.5931633384179107,1.0316366857040662,0.3662612075256451,3.0710153798889026,0.490233523078355,56.64148331251431,5.0,0.0,1.0,0.0,0.0,1.0,62.0
634,0.7333683339424455,0.5933683339424455,1.4116102914303874,0.138619215542954,0.0875418136000846,0.1289947317200956,1.1526518591825177,68.86820031781365,90.0,90.0,90.0,78.88597217146287,0.392259805713075,7.04476862171816,8.52281692164029,473678.0,33408.0,4.916312197026942,1.4162343976207057,1.5842267783954576,1.1037958971841926,1.4813474437916154,1.472998502866904,1.725593139046408,1.435355883427845,1.3961299028565377,2.21548038857385,1.810320259049233,1.8508362720016949,0.6960054820870109,1.4101551323292547,1.544880882042461,2.0648696798196813,1.952535603091845,1.9252634065889664,1.8610736790513216,1.761983334317291,1.607740194286925,1.627875955646744,0.5077878966535591,3.48391328690382,0.5699322144738203,68.03691881845981,6.0,1.0,1.0,0.0,0.0,1.0,90.0
635,0.6609841083443018,0.5209841083443016,1.7309524631869044,0.1556507980366349,0.1024444482820554,0.1548681605308788,1.3519737274508905,80.13189601814712,90.0,90.0,90.0,84.9179909713082,0.1793650245420637,7.726031921465397,8.486311540244298,477554.0,31399.0,5.871187759936818,1.2830546609426805,1.5606790721107804,1.0763732397637265,1.559412234388355,1.6692691348454445,1.512698357875397,1.3076190147252382,1.2896825122710318,2.641269950915873,2.094179967277248,2.1488889656411105,0.6687721945743962,1.151803412307244,1.3809797258886811,2.290182613576398,2.279681291122332,2.212129629109664,2.1263103474604232,1.4951113692457787,1.8206349754579365,1.4279872224368464,0.4893581067777776,3.605007499692285,0.5735200001760208,78.47561299227343,6.0,1.0,1.0,0.0,0.0,2.0,90.0
642,0.2980807497117429,0.2591107289789027,0.2060277212887123,0.0,0.0492637536391739,0.342457629149159,1.250194651004805,57.66956029425415,80.56277084983331,47.61865919226495,30.738927468426297,59.171396611049374,0.0,1.67551573048074,6.5658694439816365,5779.0,4210.0,2.0092968818683663,0.8567710531697621,0.9519908491555432,1.2416991689462735,1.5680596186675098,1.5504557229492364,0.6372886397421651,0.417626816154701,0.5264402242320514,4.0,2.146890134622508,1.4881340807735046,1.5830061943000049,1.2641274371509348,0.9777619457785712,1.0676864577023848,1.3632689930010211,1.1600041942584165,1.4490062126777277,1.0,1.915057778796572,1.0884743184945789,0.0391358763616521,1.017532785402956,0.1010481018508299,57.94493432175639,5.0,0.0,0.0,0.0,0.0,0.0,23.0
643,0.2479856715894697,0.2459042043542047,0.0,0.0,0.0,0.300074382527569,1.028248886831783,50.41040554671925,65.46731733343127,48.5,32.35645599997434,55.23445333336087,0.0,1.0818525714302147,6.569023924268404,5580.0,4092.0,1.7852633600015575,0.8634250000000001,0.96567025,1.1360855,1.48741775,1.4997208888888889,0.6666666666666666,0.4,0.5,4.0,2.0,1.4,1.71917,1.357553,1.0023756,0.818403,1.2165543333333333,1.0641421999999998,1.3890823,1.0,1.88,1.10472748,0.1650024204455521,1.393388337005068,0.2299107482387158,61.74902254546404,5.0,0.0,0.0,0.0,0.0,0.0,33.0
674,0.0492781682544139,0.0664950869157806,0.0,0.1057671726149182,0.1636760897641233,0.1481630003040881,1.561197848469441,51.9830946006876,40.81210264826332,74.47744159310379,67.90577173069921,68.84739265043171,0.4774415931037966,4.47040156798295,4.826424744272719,7741.0,48588.0,1.510337035517468,0.9265745690188042,1.2560167907601558,1.5794852592407902,1.2503958072060668,1.233909085882869,1.462402655172994,1.0774415931037966,1.6342091151726577,1.0451168137924067,1.18922507356287,1.113535044137722,1.269569916020284,1.5134269310066013,1.6931963022683156,1.2611478866473482,0.9614471247848126,0.8768292052477419,1.4647188670666118,1.5435668673606993,1.4946284600876043,1.617821582947206,0.124997359789125,1.062477558207563,0.2197103739303821,41.39212644098874,4.0,0.0,1.0,0.0,0.0,0.0,58.0
675,0.0878142100173482,0.0913446400498776,0.3211900556519347,0.1607468105929179,0.0353531675941989,0.1148810500520012,1.4149829675651548,52.54897094597512,36.56061585622104,78.21190055651935,81.50055653681216,82.69954343987231,0.7858732962320435,5.421959088337818,5.441649776143034,10002.0,51252.0,1.9828845132207025,0.6971288031307274,0.9059935982947548,1.0199236450491878,1.4665673014621314,1.409908891720821,2.1192066295653764,1.6,1.9785873296232044,0.2141267037679565,0.5952910987440144,0.8,0.7766602264761336,1.7736221990162953,2.099141425896252,1.1250775628224945,0.7908924244748361,0.8601601580206132,1.1426952015784866,1.9120473379736889,1.238992344923445,1.9010361838788867,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,37.0
682,0.3505286284906415,0.3682323553735298,1.778773393531867,0.0193376718942872,0.0251000020926504,0.0531801128805001,0.8822775627998135,50.57491171090186,60.86713547681549,52.35578466506541,42.33576281322734,45.69305522458277,0.6578704806946317,15.76534042178588,8.240963580070682,27714.0,7795.0,2.4545190923743294,1.4776768364123765,1.3028181982549794,1.2422320359292882,1.5784537568506525,1.6573032048567384,1.3333333333333333,1.3421295193053684,1.539490663513758,3.3421295193053684,3.4297841344910527,2.9841668652503373,1.9235415599318064,1.7230229118535647,1.626767823047243,1.799706498356345,2.296074032141296,1.970342969979459,1.873046246063021,1.118577627702852,2.4945705645750005,1.2712112741078103,0.2442694947753718,2.3431426826695945,0.4575135332208298,70.48268230932379,6.0,0.0,1.0,0.0,0.0,0.0,60.0
683,0.4205523600827504,0.4271455511101907,1.522843052821227,0.0285293097336838,0.0425687358132487,0.0603124310247573,1.0241043856205077,44.363062404473865,39.8897753411259,60.86546849369421,46.19480547969854,46.88045296811236,0.2620712328514319,21.48323286640675,6.74125581528082,27352.0,9125.0,2.2412272754810494,1.3910583479177552,1.4228520382487626,1.043573269050325,1.2677819227856364,1.4075341334829812,1.3333333333333333,1.737928767148568,1.8165501370039976,3.737928767148568,2.770118721419053,2.2717282191325774,1.268384959958154,1.588038876703707,1.8078385379096475,1.6395107107842886,1.718472975451692,1.4963884902184947,1.4437034077643578,1.287891750391332,2.166936742749241,1.4518174042108658,0.3528920962170361,2.3573902435459257,0.4215759600575014,70.56472473044536,6.0,0.0,1.0,0.0,0.0,0.0,39.0
