,id,now_cost,photo,gw
347,282,3.9,180804.jpg,21
348,283,4.3,108813.jpg,21
349,284,4.0,220583.jpg,21
350,359,4.8,155405.jpg,21
351,568,4.4,232917.jpg,21
352,583,3.9,108053.jpg,21
353,611,5.8,172453.jpg,21
354,619,4.5,454667.jpg,21
355,630,4.1,216616.jpg,21
356,631,5.4,443261.jpg,21
357,632,4.9,229164.jpg,21
358,117,4.8,536916.jpg,21
359,192,5.2,80146.jpg,21
360,198,5.1,199670.jpg,21
361,285,4.4,225902.jpg,21
362,286,4.5,461416.jpg,21
363,287,4.3,197469.jpg,21
364,288,4.0,94147.jpg,21
365,289,4.8,245419.jpg,21
366,290,5.2,96994.jpg,21
367,291,4.0,218218.jpg,21
368,292,4.4,549640.jpg,21
369,293,4.5,467189.jpg,21
370,294,3.9,207270.jpg,21
371,295,4.2,220627.jpg,21
372,296,4.5,481510.jpg,21
373,297,4.5,461584.jpg,21
374,298,5.1,154048.jpg,21
375,299,4.7,461587.jpg,21
376,300,4.9,203341.jpg,21
377,301,4.0,473341.jpg,21
378,302,4.1,111931.jpg,21
379,303,4.0,194190.jpg,21
380,304,4.0,436680.jpg,21
381,305,3.9,244619.jpg,21
382,306,5.5,101668.jpg,21
383,307,4.0,93100.jpg,21
384,308,4.0,95463.jpg,21
385,309,4.5,157668.jpg,21
386,501,4.7,209042.jpg,21
387,570,5.2,531442.jpg,21
388,606,4.5,532534.jpg,21
389,616,4.0,501770.jpg,21
390,635,4.8,513527.jpg,21
391,694,4.5,531997.jpg,21
392,708,4.0,532535.jpg,21
393,310,5.4,116535.jpg,21
394,311,7.2,169187.jpg,21
395,312,4.5,535928.jpg,21
396,313,4.7,492777.jpg,21
397,315,4.5,491970.jpg,21
398,316,7.0,447203.jpg,21
399,317,7.2,194634.jpg,21
400,318,4.5,496208.jpg,21
401,319,5.2,444884.jpg,21
402,320,4.6,158983.jpg,21
403,321,7.3,243298.jpg,21
404,322,4.8,171287.jpg,21
405,323,5.0,441266.jpg,21
406,324,5.3,206915.jpg,21
407,325,4.2,200720.jpg,21
408,326,5.1,204716.jpg,21
409,327,7.6,244731.jpg,21
410,328,13.6,118748.jpg,21
411,329,6.2,243016.jpg,21
412,330,4.4,491501.jpg,21
413,331,4.4,440148.jpg,21
414,332,4.0,197464.jpg,21
415,333,3.9,441428.jpg,21
416,334,4.0,219937.jpg,21
417,335,5.9,122798.jpg,21
418,336,6.3,424876.jpg,21
419,337,4.6,214285.jpg,21
420,339,6.4,97032.jpg,21
421,636,6.8,223541.jpg,21
422,660,4.0,432987.jpg,21
423,669,4.0,464353.jpg,21
424,688,4.5,591386.jpg,21
425,692,4.0,611926.jpg,21
426,709,4.5,500058.jpg,21
427,340,5.3,211975.jpg,21
428,341,5.3,126184.jpg,21
429,342,6.3,165809.jpg,21
430,343,4.7,477555.jpg,21
431,344,4.0,17601.jpg,21
432,345,9.4,61366.jpg,21
433,346,6.2,248875.jpg,21
434,347,5.3,121160.jpg,21
435,348,9.2,209244.jpg,21
436,349,6.4,114283.jpg,21
437,350,6.0,477424.jpg,21
438,351,14.8,223094.jpg,21
439,352,7.0,461358.jpg,21
440,353,5.3,121145.jpg,21
441,354,5.4,91651.jpg,21
442,355,4.6,477064.jpg,21
443,356,4.9,465351.jpg,21
444,357,4.6,432714.jpg,21
445,358,5.2,88248.jpg,21
446,360,6.3,220566.jpg,21
447,361,5.4,171314.jpg,21
448,362,5.3,97299.jpg,21
449,363,5.2,58621.jpg,21
450,571,6.5,510281.jpg,21
451,607,4.9,472769.jpg,21
452,625,6.4,59859.jpg,21
453,626,4.5,476369.jpg,21
454,671,4.5,516250.jpg,21
455,672,4.0,554194.jpg,21
456,675,4.0,447880.jpg,21
457,698,4.5,487837.jpg,21
458,703,4.0,494307.jpg,21
459,704,4.0,613120.jpg,21
460,364,5.3,493250.jpg,21
461,365,5.7,467169.jpg,21
462,366,8.3,141746.jpg,21
463,367,4.3,451302.jpg,21
464,368,4.8,61256.jpg,21
465,369,5.0,216051.jpg,21
466,370,5.3,80607.jpg,21
467,371,4.4,37642.jpg,21
468,372,6.0,493105.jpg,21
469,373,4.5,465527.jpg,21
470,374,4.0,21205.jpg,21
471,375,6.9,497894.jpg,21
472,376,4.3,184667.jpg,21
473,377,4.9,95658.jpg,21
474,378,5.2,516895.jpg,21
475,379,4.4,222690.jpg,21
476,380,4.4,221820.jpg,21
477,381,4.9,195851.jpg,21
478,382,6.3,184341.jpg,21
479,383,5.1,202641.jpg,21
480,384,5.0,488404.jpg,21
481,385,6.6,176297.jpg,21
482,387,4.9,106760.jpg,21
483,389,6.5,458249.jpg,21
484,572,4.3,550864.jpg,21
485,593,4.9,209365.jpg,21
486,594,4.4,230001.jpg,21
487,613,4.5,490881.jpg,21
488,648,4.5,575034.jpg,21
489,652,4.9,232112.jpg,21
490,667,4.5,547037.jpg,21
491,670,4.0,577974.jpg,21
492,673,4.5,556639.jpg,21
493,691,4.0,576637.jpg,21
494,390,4.0,545477.jpg,21
495,391,5.4,179018.jpg,21
496,392,6.0,201666.jpg,21
497,393,4.4,220237.jpg,21
498,394,6.1,208706.jpg,21
499,395,4.4,78916.jpg,21
500,396,4.2,67089.jpg,21
501,398,7.5,232826.jpg,21
502,399,4.9,487838.jpg,21
503,400,4.4,153127.jpg,21
504,401,9.3,219168.jpg,21
505,402,5.1,114243.jpg,21
506,403,6.0,180974.jpg,21
507,404,4.2,235530.jpg,21
508,405,4.3,111773.jpg,21
509,406,4.4,564510.jpg,21
510,407,4.5,101148.jpg,21
511,408,4.0,194799.jpg,21
512,409,4.5,441191.jpg,21
513,410,4.6,180135.jpg,21
514,411,5.0,547719.jpg,21
515,412,4.3,111452.jpg,21
516,413,4.9,98747.jpg,21
517,414,4.0,19236.jpg,21
518,415,5.4,119471.jpg,21
519,416,4.0,169359.jpg,21
520,417,5.5,432422.jpg,21
521,418,5.6,77794.jpg,21
522,419,4.5,461484.jpg,21
523,420,4.8,200089.jpg,21
524,421,6.9,75115.jpg,21
525,574,4.0,578512.jpg,21
526,590,4.9,538207.jpg,21
527,26,4.3,106468.jpg,21
528,422,5.2,159506.jpg,21
529,423,5.0,215379.jpg,21
530,424,5.5,210156.jpg,21
531,425,4.2,90585.jpg,21
532,426,4.5,245830.jpg,21
533,427,4.2,475123.jpg,21
534,428,4.4,569014.jpg,21
535,429,4.7,513046.jpg,21
536,430,4.9,230251.jpg,21
537,431,4.8,250199.jpg,21
538,432,5.2,449434.jpg,21
539,433,6.4,222531.jpg,21
540,434,5.2,209046.jpg,21
541,435,4.5,244930.jpg,21
542,436,4.6,575476.jpg,21
543,437,4.3,215136.jpg,21
544,438,4.5,204822.jpg,21
545,439,5.0,243345.jpg,21
546,440,4.2,466404.jpg,21
547,441,4.0,209035.jpg,21
548,442,4.3,210462.jpg,21
549,443,4.9,85633.jpg,21
550,444,4.2,114241.jpg,21
551,446,4.5,201440.jpg,21
552,447,6.8,60689.jpg,21
553,448,4.5,208912.jpg,21
554,449,4.9,204968.jpg,21
555,531,6.2,101178.jpg,21
556,573,4.8,227444.jpg,21
557,596,5.9,510500.jpg,21
558,620,5.5,502222.jpg,21
559,653,4.5,485047.jpg,21
560,706,4.0,549067.jpg,21
561,14,4.4,225321.jpg,21
562,27,5.0,433979.jpg,21
563,188,4.5,503714.jpg,21
564,397,4.8,90105.jpg,21
565,450,4.9,502697.jpg,21
566,451,4.4,499724.jpg,21
567,452,4.9,193204.jpg,21
568,453,5.1,155511.jpg,21
569,454,4.3,456350.jpg,21
570,455,4.0,171771.jpg,21
571,456,3.9,477386.jpg,21
572,457,3.9,184386.jpg,21
573,458,4.5,463210.jpg,21
574,459,4.9,490503.jpg,21
575,460,3.9,500926.jpg,21
576,461,4.1,245719.jpg,21
577,462,5.0,504783.jpg,21
578,463,5.0,39155.jpg,21
579,464,4.0,515571.jpg,21
580,465,4.0,200428.jpg,21
581,466,4.0,167888.jpg,21
582,467,4.3,204863.jpg,21
583,468,5.0,476888.jpg,21
584,469,4.3,58376.jpg,21
585,470,4.9,147611.jpg,21
586,471,5.0,214466.jpg,21
587,472,4.0,88900.jpg,21
588,473,4.4,230348.jpg,21
589,474,4.3,219279.jpg,21
590,475,3.9,103914.jpg,21
591,476,4.3,158534.jpg,21
592,477,4.0,244845.jpg,21
593,515,4.7,149519.jpg,21
594,518,4.8,220585.jpg,21
595,584,4.9,204814.jpg,21
596,608,4.5,496661.jpg,21
597,623,5.0,551226.jpg,21
598,693,4.5,545508.jpg,21
599,82,7.5,154566.jpg,21
600,478,4.0,548308.jpg,21
601,479,4.0,214572.jpg,21
602,480,4.9,202993.jpg,21
603,481,4.4,570526.jpg,21
604,482,4.9,227127.jpg,21
605,483,5.0,436234.jpg,21
606,484,4.3,115556.jpg,21
607,485,4.5,496179.jpg,21
608,486,4.3,493125.jpg,21
609,487,4.5,241157.jpg,21
610,488,4.3,40383.jpg,21
611,489,4.6,547701.jpg,21
612,490,5.0,132015.jpg,21
613,491,6.5,242898.jpg,21
614,492,6.5,445044.jpg,21
615,493,4.9,200826.jpg,21
616,494,7.6,172780.jpg,21
617,495,5.5,441164.jpg,21
618,496,4.2,199249.jpg,21
619,497,6.8,212319.jpg,21
620,498,4.9,221632.jpg,21
621,499,4.8,482442.jpg,21
622,500,4.5,490145.jpg,21
623,502,5.4,235674.jpg,21
624,503,9.8,85971.jpg,21
625,504,4.4,232859.jpg,21
626,505,4.9,487053.jpg,21
627,506,4.5,491279.jpg,21
628,507,5.0,536908.jpg,21
629,508,4.8,184254.jpg,21
630,509,6.2,165153.jpg,21
631,510,4.0,175941.jpg,21
632,609,4.5,552427.jpg,21
633,610,4.5,499721.jpg,21
634,612,5.3,550839.jpg,21
635,683,4.5,499726.jpg,21
636,684,4.0,611920.jpg,21
637,689,4.5,611917.jpg,21
638,699,4.0,519321.jpg,21
639,700,4.0,592736.jpg,21
640,388,4.6,214590.jpg,21
641,511,5.0,213999.jpg,21
642,512,5.3,57531.jpg,21
643,513,4.2,84182.jpg,21
644,514,7.4,178186.jpg,21
645,516,4.2,164555.jpg,21
646,517,3.9,55459.jpg,21
647,519,4.5,490885.jpg,21
648,520,4.4,109533.jpg,21
649,521,4.1,37096.jpg,21
650,522,4.3,82143.jpg,21
651,523,5.0,84939.jpg,21
652,524,4.4,214048.jpg,21
653,525,6.2,460842.jpg,21
654,526,4.7,577114.jpg,21
655,527,5.7,224024.jpg,21
656,528,4.3,233963.jpg,21
657,529,4.4,210494.jpg,21
658,530,4.9,215439.jpg,21
659,532,4.4,103192.jpg,21
660,576,4.8,229384.jpg,21
661,587,5.6,450070.jpg,21
662,588,4.8,197024.jpg,21
663,589,6.7,91889.jpg,21
664,591,4.2,462116.jpg,21
665,643,4.0,518438.jpg,21
666,654,5.0,224860.jpg,21
667,677,4.0,536109.jpg,21
668,686,4.0,602903.jpg,21
669,701,4.5,518442.jpg,21
670,204,4.3,101982.jpg,21
671,533,4.8,448514.jpg,21
672,534,4.8,476502.jpg,21
673,535,4.9,231057.jpg,21
674,536,3.9,79602.jpg,21
675,537,4.5,510363.jpg,21
676,538,4.5,497606.jpg,21
677,539,4.5,589507.jpg,21
678,540,4.5,245923.jpg,21
679,541,7.0,430871.jpg,21
680,542,4.3,60232.jpg,21
681,543,4.3,87835.jpg,21
682,544,4.8,220394.jpg,21
683,545,5.0,449988.jpg,21
684,546,4.5,531363.jpg,21
685,547,4.4,593001.jpg,21
686,548,5.3,181284.jpg,21
687,549,4.5,490721.jpg,21
688,550,6.1,184754.jpg,21
689,551,4.5,240299.jpg,21
690,552,4.0,441271.jpg,21
691,553,4.9,448089.jpg,21
692,554,4.3,149065.jpg,21
693,555,4.8,429414.jpg,21
694,556,4.0,138001.jpg,21
695,557,4.9,151086.jpg,21
696,558,3.9,501837.jpg,21
697,559,4.5,200402.jpg,21
698,561,3.9,641221.jpg,21
699,562,5.5,200600.jpg,21
700,563,5.2,483081.jpg,21
701,564,4.3,231480.jpg,21
702,565,5.0,88484.jpg,21
703,566,5.5,247412.jpg,21
704,567,4.3,510362.jpg,21
705,637,3.9,560248.jpg,21
706,642,5.0,509291.jpg,21
707,655,5.5,463212.jpg,21
708,664,3.9,517179.jpg,21
709,682,4.5,596054.jpg,21
710,711,4.0,613467.jpg,21
0,1,5.4,438098.jpg,18
1,2,6.8,205651.jpg,18
2,3,6.3,226597.jpg,18
3,4,7.9,219847.jpg,18
4,5,4.0,463748.jpg,18
5,6,5.7,445122.jpg,18
6,7,4.7,85955.jpg,18
7,8,4.8,440854.jpg,18
8,9,6.7,444145.jpg,18
9,12,4.5,499175.jpg,18
10,13,8.3,184029.jpg,18
11,15,5.6,154561.jpg,18
12,16,6.2,204480.jpg,18
13,17,10.5,223340.jpg,18
14,18,6.3,462424.jpg,18
15,20,5.0,167199.jpg,18
16,21,4.3,192895.jpg,18
17,22,4.8,223723.jpg,18
18,23,6.8,116216.jpg,18
19,24,6.1,198869.jpg,18
20,25,4.8,206325.jpg,18
21,73,4.2,69752.jpg,18
22,186,6.7,103955.jpg,18
23,578,5.8,466075.jpg,18
24,597,4.5,499169.jpg,18
25,633,6.0,195384.jpg,18
26,638,4.5,498046.jpg,18
27,639,4.5,551221.jpg,18
28,657,4.0,588793.jpg,18
29,658,4.0,606745.jpg,18
30,659,4.5,588796.jpg,18
31,662,4.0,499167.jpg,18
32,665,4.5,461025.jpg,18
33,28,6.2,215711.jpg,18
34,29,5.2,88894.jpg,18
35,30,4.9,491287.jpg,18
36,31,5.1,195546.jpg,18
37,32,4.4,199796.jpg,18
38,33,4.5,151589.jpg,18
39,34,6.5,243557.jpg,18
40,35,4.5,165659.jpg,18
41,36,4.7,101188.jpg,18
42,37,5.0,461421.jpg,18
43,38,5.8,476344.jpg,18
44,39,4.0,462492.jpg,18
45,40,3.9,123354.jpg,18
46,41,5.4,469247.jpg,18
47,42,5.0,226944.jpg,18
48,43,4.0,465390.jpg,18
49,44,4.4,199798.jpg,18
50,45,4.6,441302.jpg,18
51,46,4.0,462381.jpg,18
52,47,5.0,98980.jpg,18
53,48,5.2,122806.jpg,18
54,49,4.4,149484.jpg,18
55,50,3.9,578545.jpg,18
56,51,4.5,111782.jpg,18
57,52,4.4,244954.jpg,18
58,53,5.4,232653.jpg,18
59,54,5.3,244850.jpg,18
60,55,4.0,248164.jpg,18
61,56,4.0,514315.jpg,18
62,57,5.5,166989.jpg,18
63,58,8.9,178301.jpg,18
64,233,4.9,449871.jpg,18
65,569,5.3,481624.jpg,18
66,598,4.0,515597.jpg,18
67,640,4.0,514287.jpg,18
68,641,4.0,516159.jpg,18
69,656,4.5,537403.jpg,18
70,679,4.5,577731.jpg,18
71,59,4.3,232980.jpg,18
72,60,4.9,200785.jpg,18
73,61,4.5,444180.jpg,18
74,62,4.9,111317.jpg,18
75,63,4.9,158499.jpg,18
76,64,5.0,155408.jpg,18
77,65,5.4,168636.jpg,18
78,66,5.0,441240.jpg,18
79,67,4.5,424044.jpg,18
80,68,3.9,463981.jpg,18
81,69,4.5,523700.jpg,18
82,70,4.7,544877.jpg,18
83,71,5.5,222683.jpg,18
84,72,4.4,223911.jpg,18
85,74,5.0,533463.jpg,18
86,75,4.0,495145.jpg,18
87,76,4.8,168991.jpg,18
88,77,4.7,503139.jpg,18
89,78,5.6,437730.jpg,18
90,79,4.7,221466.jpg,18
91,80,4.8,224995.jpg,18
92,81,4.5,54469.jpg,18
93,83,5.5,201658.jpg,18
94,84,4.4,229600.jpg,18
95,85,4.4,477580.jpg,18
96,152,4.5,109745.jpg,18
97,580,4.3,554605.jpg,18
98,592,4.3,436893.jpg,18
99,599,4.0,444172.jpg,18
100,617,6.1,444102.jpg,18
101,680,4.0,496683.jpg,18
102,687,4.5,606775.jpg,18
103,86,4.4,191866.jpg,18
104,87,4.4,494041.jpg,18
105,88,4.6,432830.jpg,18
106,89,5.0,440089.jpg,18
107,90,4.8,183656.jpg,18
108,91,4.5,118342.jpg,18
109,92,4.3,194010.jpg,18
